order_id,order_date,city,states,sales_channel,store_type,product_category,quantity,unit_price,discount_percent,net_sales_amount,payment_mode,customer_gender,customer_age
ORD1000066,24-12-2023,Patna,Bihar,Online,Online Only,Sunglasses,2,4235,10,7623,Cash,Female,25
ORD1000067,05-05-2023,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,3,1024,5,2918.4,Cash,Female,50
ORD1000068,09-02-2024,Kolkata,West Bengal,Offline,Online Only,Sunglasses,3,1758,20,4219.2,Net Banking,Other,36
ORD1000069,28-11-2025,Bhubaneswar,Odisha,Offline,Mall Store,Sunglasses,3,3919,0,11757,UPI,Other,61
ORD1000070,30-08-2023,Kochi,Kerala,Offline,Mall Store,Eyeglasses,2,3323,5,6313.7,UPI,Male,23
ORD1000071,18-08-2022,Indore,Madhya Pradesh,Offline,Standalone Store,Eyeglasses,3,1859,20,4461.6,Debit Card,Other,63
ORD1000072,31-01-2025,Lucknow,Uttar Pradesh,Offline,Mall Store,Sunglasses,1,1405,25,1053.75,Cash,Female,50
ORD1000073,17-09-2025,Kochi,Kerala,Online,Online Only,Eyeglasses,3,3099,5,8832.15,Cash,Female,40
ORD1000074,29-01-2024,Bhubaneswar,Odisha,Offline,Online Only,Computer Glasses,1,4126,10,3713.4,Credit Card,Other,35
ORD1000075,03-02-2023,Coimbatore,Tamil Nadu,Online,Online Only,Eyeglasses,1,1368,20,1094.4,Net Banking,Female,63
ORD1000076,05-10-2023,Bengaluru,Karnataka,Online,Online Only,Computer Glasses,2,4813,25,7219.5,Credit Card,Male,19
ORD1000077,14-02-2025,Chandigarh,Chandigarh,Online,Online Only,Computer Glasses,3,953,5,2716.05,UPI,Other,43
ORD1000078,04-07-2025,Cuttack,Odisha,Offline,Mall Store,Contact Lenses,1,3974,15,3377.9,UPI,Female,60
ORD1000079,23-03-2022,Faridabad,Haryana,Offline,High Street Store,Eyeglasses,2,3605,10,6489,Credit Card,Other,42
ORD1000080,13-05-2024,Mumbai,Maharashtra,Offline,Standalone Store,Sunglasses,1,3749,10,3374.1,UPI,Other,62
ORD1000081,07-03-2024,Faridabad,Haryana,Online,Online Only,Computer Glasses,1,4646,15,3949.1,UPI,Other,33
ORD1000082,09-08-2025,Mumbai,Maharashtra,Offline,Standalone Store,Eyeglasses,2,1770,20,2832,Debit Card,Female,32
ORD1000083,04-10-2024,Hyderabad,Telangana,Offline,Mall Store,Computer Glasses,2,3573,15,6074.1,Credit Card,Other,42
ORD1000084,30-07-2024,Faridabad,Haryana,Online,Online Only,Computer Glasses,2,1373,25,2059.5,Debit Card,Other,39
ORD1000085,19-12-2025,Bengaluru,Karnataka,Offline,Online Only,Computer Glasses,2,2514,0,5028,Debit Card,Female,32
ORD1000086,05-01-2025,Lucknow,Uttar Pradesh,Offline,Standalone Store,Computer Glasses,2,3290,5,6251,Credit Card,Female,25
ORD1000087,14-06-2024,Chandigarh,Chandigarh,Online,Online Only,Sunglasses,1,3850,25,2887.5,Debit Card,Female,56
ORD1000088,13-03-2022,Patna,Bihar,Online,Online Only,Eyeglasses,2,1675,0,3350,Credit Card,Female,47
ORD1000089,22-10-2025,Faridabad,Haryana,Online,Online Only,Sunglasses,3,1434,15,3656.7,UPI,Male,36
ORD1000090,01-08-2024,Bhubaneswar,Odisha,Offline,High Street Store,Sunglasses,1,918,5,872.1,Cash,Other,45
ORD1000091,23-01-2024,Bhopal,Madhya Pradesh,Offline,Online Only,Eyeglasses,2,2168,0,4336,Net Banking,Other,40
ORD1000092,07-04-2022,Indore,Madhya Pradesh,Online,Online Only,Computer Glasses,3,2730,10,7371,Credit Card,Male,18
ORD1000093,27-01-2022,Cuttack,Odisha,Online,Online Only,Computer Glasses,3,3648,5,10396.8,UPI,Female,42
ORD1000094,25-02-2024,Hyderabad,Telangana,Online,Online Only,Contact Lenses,1,4142,10,3727.8,Net Banking,Other,22
ORD1000095,28-03-2023,Lucknow,Uttar Pradesh,Offline,Online Only,Computer Glasses,2,3093,0,6186,UPI,Other,43
ORD1000096,08-10-2023,Faridabad,Haryana,Offline,High Street Store,Sunglasses,3,3543,5,10097.55,Cash,Female,45
ORD1000097,19-02-2023,Kolkata,West Bengal,Online,Online Only,Sunglasses,1,3917,0,3917,Cash,Male,63
ORD1000098,03-07-2022,Chennai,Tamil Nadu,Offline,Mall Store,Sunglasses,2,3858,0,7716,Credit Card,Other,33
ORD1000099,29-08-2023,Chandigarh,Chandigarh,Offline,High Street Store,Eyeglasses,2,3278,15,5572.6,Cash,Male,53
ORD1000100,19-09-2024,Lucknow,Uttar Pradesh,Online,Online Only,Contact Lenses,1,2556,10,2300.4,UPI,Other,27
ORD1000101,16-09-2024,Noida,Uttar Pradesh,Offline,High Street Store,Sunglasses,2,3648,5,6931.2,UPI,Female,27
ORD1000102,28-09-2025,Ahmedabad,Gujarat,Offline,Online Only,Contact Lenses,2,4529,10,8152.2,Cash,Other,18
ORD1000103,16-11-2024,Gurugram,Haryana,Online,Online Only,Sunglasses,1,3886,0,3886,Net Banking,Female,19
ORD1000104,27-10-2022,Faridabad,Haryana,Online,Online Only,Contact Lenses,1,1694,10,1524.6,Credit Card,Female,37
ORD1000105,21-03-2023,Ahmedabad,Gujarat,Offline,Online Only,Contact Lenses,2,4545,10,8181,Credit Card,Male,50
ORD1000106,12-12-2022,Coimbatore,Tamil Nadu,Offline,Mall Store,Sunglasses,1,3537,15,3006.45,UPI,Other,29
ORD1000107,10-01-2025,Bhopal,Madhya Pradesh,Online,Online Only,Eyeglasses,3,4712,5,13429.2,Debit Card,Other,46
ORD1000108,06-06-2022,Bengaluru,Karnataka,Online,Online Only,Eyeglasses,1,4906,0,4906,Debit Card,Female,19
ORD1000109,05-03-2025,Trivandrum,Kerala,Offline,Mall Store,Computer Glasses,1,3345,10,3010.5,Credit Card,Female,40
ORD1000110,29-03-2023,Ranchi,Jharkhand,Online,Online Only,Computer Glasses,1,4984,5,4734.8,Debit Card,Other,43
ORD1000111,05-06-2023,Noida,Uttar Pradesh,Offline,Standalone Store,Sunglasses,2,2424,5,4605.6,Debit Card,Female,58
ORD1000112,01-08-2024,Noida,Uttar Pradesh,Online,Online Only,Sunglasses,3,4066,15,10368.3,Debit Card,Male,62
ORD1000113,23-06-2025,Trivandrum,Kerala,Offline,High Street Store,Contact Lenses,3,1211,0,3633,Net Banking,Other,42
ORD1000114,08-08-2024,Bengaluru,Karnataka,Online,Online Only,Eyeglasses,1,3607,10,3246.3,UPI,Female,54
ORD1000115,28-09-2023,Bhopal,Madhya Pradesh,Online,Online Only,Sunglasses,1,3766,15,3201.1,Net Banking,Male,52
ORD1000116,24-09-2022,Bengaluru,Karnataka,Online,Online Only,Contact Lenses,2,2942,5,5589.8,Net Banking,Female,49
ORD1000117,05-05-2022,Ranchi,Jharkhand,Online,Online Only,Contact Lenses,1,4650,10,4185,Debit Card,Male,30
ORD1000118,25-02-2024,Indore,Madhya Pradesh,Offline,Mall Store,Computer Glasses,3,3713,0,11139,Debit Card,Other,34
ORD1000119,25-02-2023,Lucknow,Uttar Pradesh,Online,Online Only,Computer Glasses,1,1394,15,1184.9,UPI,Male,39
ORD1000120,18-05-2022,Ahmedabad,Gujarat,Offline,Standalone Store,Computer Glasses,1,1497,0,1497,UPI,Male,53
ORD1000121,04-06-2025,Bhubaneswar,Odisha,Offline,Mall Store,Contact Lenses,1,4970,5,4721.5,Credit Card,Other,45
ORD1000122,21-11-2022,Ranchi,Jharkhand,Online,Online Only,Contact Lenses,2,3581,25,5371.5,Cash,Female,36
ORD1000123,04-06-2024,Indore,Madhya Pradesh,Offline,High Street Store,Eyeglasses,2,942,10,1695.6,Cash,Other,52
ORD1000124,03-04-2024,Indore,Madhya Pradesh,Online,Online Only,Contact Lenses,1,3737,5,3550.15,Net Banking,Male,40
ORD1000125,21-12-2023,Coimbatore,Tamil Nadu,Online,Online Only,Contact Lenses,1,1861,0,1861,Debit Card,Other,59
ORD1000126,14-03-2022,Noida,Uttar Pradesh,Online,Online Only,Eyeglasses,2,3781,25,5671.5,Net Banking,Female,22
ORD1000127,02-09-2025,Noida,Uttar Pradesh,Offline,High Street Store,Eyeglasses,3,1531,5,4363.35,Net Banking,Male,35
ORD1000128,29-07-2022,Faridabad,Haryana,Online,Online Only,Contact Lenses,3,1752,10,4730.4,Cash,Other,55
ORD1000129,05-06-2022,Trivandrum,Kerala,Offline,High Street Store,Computer Glasses,3,1990,0,5970,UPI,Female,44
ORD1000130,06-03-2022,Hyderabad,Telangana,Online,Online Only,Contact Lenses,2,2016,0,4032,Credit Card,Other,54
ORD1000131,21-11-2025,Ahmedabad,Gujarat,Online,Online Only,Computer Glasses,2,3185,10,5733,Credit Card,Other,62
ORD1000132,27-08-2022,Chennai,Tamil Nadu,Offline,Standalone Store,Contact Lenses,1,2164,15,1839.4,Debit Card,Other,24
ORD1000133,21-09-2023,Kolkata,West Bengal,Offline,High Street Store,Eyeglasses,1,2123,15,1804.55,Debit Card,Male,23
ORD1000134,23-01-2022,Kolkata,West Bengal,Online,Online Only,Computer Glasses,3,2609,15,6652.95,Credit Card,Other,56
ORD1000135,15-09-2022,Lucknow,Uttar Pradesh,Online,Online Only,Sunglasses,3,1512,20,3628.8,Cash,Female,56
ORD1000136,24-05-2023,Hyderabad,Telangana,Online,Online Only,Sunglasses,2,4321,5,8209.9,Debit Card,Female,45
ORD1000137,17-10-2024,Faridabad,Haryana,Online,Online Only,Sunglasses,2,1880,15,3196,UPI,Other,25
ORD1000138,03-05-2022,Coimbatore,Tamil Nadu,Online,Online Only,Sunglasses,1,1693,10,1523.7,Credit Card,Female,18
ORD1000139,10-10-2023,Trivandrum,Kerala,Online,Online Only,Computer Glasses,3,2795,5,7965.75,UPI,Female,42
ORD1000140,29-07-2023,Bhubaneswar,Odisha,Offline,Online Only,Contact Lenses,1,932,15,792.2,Net Banking,Male,62
ORD1000141,24-03-2022,Trivandrum,Kerala,Online,Online Only,Sunglasses,1,2651,5,2518.45,Credit Card,Male,33
ORD1000142,19-09-2022,Chennai,Tamil Nadu,Offline,High Street Store,Eyeglasses,2,4083,25,6124.5,Debit Card,Other,54
ORD1000143,05-05-2023,Patna,Bihar,Online,Online Only,Sunglasses,3,4311,10,11639.7,Credit Card,Other,58
ORD1000144,10-11-2024,Pune,Maharashtra,Offline,High Street Store,Computer Glasses,1,4285,25,3213.75,Credit Card,Female,20
ORD1000145,19-10-2023,Hyderabad,Telangana,Offline,High Street Store,Computer Glasses,3,2152,25,4842,UPI,Male,25
ORD1000146,29-12-2025,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,2,3818,0,7636,Net Banking,Female,25
ORD1000147,11-11-2024,Cuttack,Odisha,Offline,High Street Store,Contact Lenses,2,4984,5,9469.6,Debit Card,Male,45
ORD1000148,06-06-2025,Indore,Madhya Pradesh,Offline,Mall Store,Contact Lenses,1,4935,5,4688.25,UPI,Male,44
ORD1000149,21-08-2022,Faridabad,Haryana,Online,Online Only,Computer Glasses,2,3307,15,5621.9,Net Banking,Other,46
ORD1000150,25-05-2022,Lucknow,Uttar Pradesh,Online,Online Only,Contact Lenses,1,2380,0,2380,Credit Card,Other,23
ORD1000151,22-07-2023,Delhi,Delhi,Offline,High Street Store,Sunglasses,2,1054,10,1897.2,Cash,Male,42
ORD1000152,27-02-2022,Bhubaneswar,Odisha,Online,Online Only,Computer Glasses,2,808,20,1292.8,Cash,Other,62
ORD1000153,28-09-2022,Kochi,Kerala,Online,Online Only,Sunglasses,1,1814,5,1723.3,Net Banking,Female,18
ORD1000154,17-03-2024,Mumbai,Maharashtra,Online,Online Only,Contact Lenses,2,1022,25,1533,Debit Card,Other,28
ORD1000155,27-10-2022,Indore,Madhya Pradesh,Offline,High Street Store,Computer Glasses,1,4957,5,4709.15,UPI,Male,44
ORD1000156,27-02-2024,Patna,Bihar,Online,Online Only,Computer Glasses,1,4799,10,4319.1,Credit Card,Other,52
ORD1000157,11-04-2022,Kochi,Kerala,Online,Online Only,Sunglasses,3,1183,0,3549,UPI,Female,23
ORD1000158,19-10-2022,Lucknow,Uttar Pradesh,Online,Online Only,Sunglasses,1,3555,25,2666.25,Debit Card,Other,55
ORD1000159,21-05-2022,Bengaluru,Karnataka,Offline,High Street Store,Eyeglasses,3,2259,10,6099.3,Credit Card,Male,54
ORD1000160,15-03-2023,Ahmedabad,Gujarat,Online,Online Only,Contact Lenses,2,4977,5,9456.3,Cash,Female,31
ORD1000161,29-08-2025,Hyderabad,Telangana,Offline,Standalone Store,Sunglasses,1,2847,25,2135.25,Net Banking,Other,30
ORD1000162,07-02-2024,Lucknow,Uttar Pradesh,Online,Online Only,Sunglasses,2,2622,0,5244,Credit Card,Other,48
ORD1000163,12-09-2025,Kochi,Kerala,Online,Online Only,Eyeglasses,3,1048,10,2829.6,Debit Card,Female,20
ORD1000164,17-08-2025,Faridabad,Haryana,Offline,Standalone Store,Contact Lenses,3,2783,10,7514.1,UPI,Female,22
ORD1000165,31-07-2025,Coimbatore,Tamil Nadu,Online,Online Only,Sunglasses,2,2647,10,4764.6,Debit Card,Female,64
ORD1000166,26-06-2023,Noida,Uttar Pradesh,Online,Online Only,Computer Glasses,3,4077,15,10396.35,Credit Card,Female,31
ORD1000167,16-05-2023,Bhopal,Madhya Pradesh,Online,Online Only,Sunglasses,2,2921,5,5549.9,Cash,Male,55
ORD1000168,23-04-2023,Patna,Bihar,Online,Online Only,Sunglasses,2,2128,10,3830.4,Cash,Female,47
ORD1000169,22-05-2024,Trivandrum,Kerala,Online,Online Only,Contact Lenses,3,3281,20,7874.4,Debit Card,Male,55
ORD1000170,24-12-2024,Cuttack,Odisha,Online,Online Only,Contact Lenses,1,2157,5,2049.15,Cash,Female,59
ORD1000171,13-07-2022,Gurugram,Haryana,Online,Online Only,Contact Lenses,3,2927,20,7024.8,Debit Card,Male,21
ORD1000172,15-12-2022,Indore,Madhya Pradesh,Online,Online Only,Eyeglasses,2,4271,10,7687.8,Credit Card,Male,37
ORD1000173,14-12-2025,Bengaluru,Karnataka,Online,Online Only,Sunglasses,1,3392,10,3052.8,Debit Card,Male,19
ORD1000174,13-05-2022,Chandigarh,Chandigarh,Offline,Online Only,Sunglasses,1,4617,10,4155.3,Net Banking,Other,28
ORD1000175,14-07-2024,Coimbatore,Tamil Nadu,Online,Online Only,Sunglasses,3,1559,10,4209.3,Credit Card,Other,33
ORD1000176,16-08-2022,Jaipur,Rajasthan,Online,Online Only,Contact Lenses,3,4244,15,10822.2,Debit Card,Female,21
ORD1000177,18-05-2024,Bhubaneswar,Odisha,Online,Online Only,Computer Glasses,1,4065,20,3252,Net Banking,Other,44
ORD1000178,05-12-2025,Jaipur,Rajasthan,Online,Online Only,Eyeglasses,1,1470,0,1470,Credit Card,Male,36
ORD1000179,07-02-2024,Noida,Uttar Pradesh,Online,Online Only,Contact Lenses,1,4699,0,4699,Debit Card,Female,23
ORD1000180,20-08-2023,Kochi,Kerala,Offline,High Street Store,Sunglasses,1,1322,5,1255.9,Net Banking,Other,51
ORD1000181,31-01-2023,Ahmedabad,Gujarat,Online,Online Only,Sunglasses,1,2552,15,2169.2,UPI,Male,26
ORD1000182,25-02-2025,Kochi,Kerala,Online,Online Only,Computer Glasses,2,3095,10,5571,Cash,Female,39
ORD1000183,13-07-2022,Cuttack,Odisha,Offline,Online Only,Sunglasses,3,3677,5,10479.45,UPI,Other,34
ORD1000184,25-02-2024,Indore,Madhya Pradesh,Online,Online Only,Computer Glasses,2,2854,15,4851.8,Cash,Female,32
ORD1000185,22-10-2024,Delhi,Delhi,Online,Online Only,Eyeglasses,3,1437,20,3448.8,Debit Card,Male,31
ORD1000186,25-09-2025,Ranchi,Jharkhand,Online,Online Only,Contact Lenses,2,4922,5,9351.8,Credit Card,Other,41
ORD1000187,02-07-2023,Pune,Maharashtra,Offline,Standalone Store,Contact Lenses,2,1163,0,2326,UPI,Other,24
ORD1000188,04-02-2025,Indore,Madhya Pradesh,Online,Online Only,Contact Lenses,3,2445,15,6234.75,Cash,Male,60
ORD1000189,07-07-2023,Kochi,Kerala,Online,Online Only,Eyeglasses,3,2330,0,6990,Debit Card,Female,55
ORD1000190,29-03-2025,Cuttack,Odisha,Offline,Online Only,Computer Glasses,3,2705,5,7709.25,Credit Card,Male,42
ORD1000191,05-06-2024,Coimbatore,Tamil Nadu,Offline,High Street Store,Computer Glasses,3,2874,0,8622,Credit Card,Male,34
ORD1000192,12-06-2025,Chennai,Tamil Nadu,Offline,Standalone Store,Sunglasses,3,924,0,2772,Credit Card,Other,34
ORD1000193,09-12-2023,Coimbatore,Tamil Nadu,Online,Online Only,Contact Lenses,1,4082,10,3673.8,Cash,Male,27
ORD1000194,30-03-2022,Cuttack,Odisha,Online,Online Only,Computer Glasses,3,1031,10,2783.7,Debit Card,Male,64
ORD1000195,13-02-2022,Hyderabad,Telangana,Online,Online Only,Eyeglasses,3,2292,10,6188.4,Net Banking,Male,25
ORD1000196,28-10-2025,Coimbatore,Tamil Nadu,Online,Online Only,Computer Glasses,1,3271,5,3107.45,Credit Card,Female,43
ORD1000197,01-05-2023,Ranchi,Jharkhand,Online,Online Only,Contact Lenses,2,4313,5,8194.7,UPI,Male,62
ORD1000198,26-02-2024,Chandigarh,Chandigarh,Online,Online Only,Computer Glasses,2,4611,20,7377.6,Debit Card,Female,39
ORD1000199,24-01-2022,Indore,Madhya Pradesh,Offline,Standalone Store,Computer Glasses,1,2532,5,2405.4,Credit Card,Male,21
ORD1000200,04-11-2023,Bhubaneswar,Odisha,Offline,High Street Store,Contact Lenses,2,4316,5,8200.4,Debit Card,Other,48
ORD1000201,27-09-2023,Mumbai,Maharashtra,Online,Online Only,Computer Glasses,3,1959,0,5877,Credit Card,Other,48
ORD1000202,28-04-2022,Patna,Bihar,Online,Online Only,Sunglasses,1,3394,25,2545.5,Net Banking,Male,23
ORD1000203,08-11-2025,Trivandrum,Kerala,Offline,Standalone Store,Computer Glasses,2,1266,25,1899,Cash,Male,21
ORD1000204,11-03-2024,Pune,Maharashtra,Offline,Online Only,Computer Glasses,3,1444,25,3249,Credit Card,Other,47
ORD1000205,07-05-2022,Trivandrum,Kerala,Offline,Mall Store,Sunglasses,2,1645,10,2961,Net Banking,Male,43
ORD1000206,07-06-2023,Lucknow,Uttar Pradesh,Offline,Standalone Store,Eyeglasses,3,1940,15,4947,UPI,Female,37
ORD1000207,28-11-2025,Cuttack,Odisha,Offline,Online Only,Eyeglasses,1,2847,10,2562.3,Net Banking,Other,55
ORD1000208,16-04-2024,Mumbai,Maharashtra,Online,Online Only,Eyeglasses,1,2716,0,2716,Net Banking,Other,53
ORD1000209,05-02-2023,Chandigarh,Chandigarh,Offline,High Street Store,Computer Glasses,1,2825,10,2542.5,Cash,Male,23
ORD1000210,30-03-2023,Kochi,Kerala,Offline,Mall Store,Sunglasses,2,2838,0,5676,Cash,Male,40
ORD1000211,28-09-2022,Cuttack,Odisha,Offline,Standalone Store,Eyeglasses,2,3018,5,5734.2,Debit Card,Male,57
ORD1000212,25-08-2022,Mumbai,Maharashtra,Online,Online Only,Computer Glasses,2,2418,5,4594.2,Net Banking,Male,54
